date,year,quarter,month,week,day_of_week,day_of_month,day_of_year,is_weekend,season,month_name,day_name,load_time
2022-01-18 00:00:00,2022,1,1,3,2,18,18,false,Winter,January,Tuesday,2025-12-28 11:29:27.13192+01
2022-01-19 00:00:00,2022,1,1,3,3,19,19,false,Winter,January,Wednesday,2025-12-28 11:29:27.13192+01
2022-01-20 00:00:00,2022,1,1,3,4,20,20,false,Winter,January,Thursday,2025-12-28 11:29:27.13192+01
2022-01-21 00:00:00,2022,1,1,3,5,21,21,false,Winter,January,Friday,2025-12-28 11:29:27.13192+01
2022-01-22 00:00:00,2022,1,1,3,6,22,22,true,Winter,January,Saturday,2025-12-28 11:29:27.13192+01
2022-01-23 00:00:00,2022,1,1,3,0,23,23,true,Winter,January,Sunday,2025-12-28 11:29:27.13192+01
2022-01-24 00:00:00,2022,1,1,4,1,24,24,false,Winter,January,Monday,2025-12-28 11:29:27.13192+01
2022-01-25 00:00:00,2022,1,1,4,2,25,25,false,Winter,January,Tuesday,2025-12-28 11:29:27.13192+01
2022-01-26 00:00:00,2022,1,1,4,3,26,26,false,Winter,January,Wednesday,2025-12-28 11:29:27.13192+01
2022-01-27 00:00:00,2022,1,1,4,4,27,27,false,Winter,January,Thursday,2025-12-28 11:29:27.13192+01
2022-01-28 00:00:00,2022,1,1,4,5,28,28,false,Winter,January,Friday,2025-12-28 11:29:27.13192+01
2022-01-29 00:00:00,2022,1,1,4,6,29,29,true,Winter,January,Saturday,2025-12-28 11:29:27.13192+01
2022-01-30 00:00:00,2022,1,1,4,0,30,30,true,Winter,January,Sunday,2025-12-28 11:29:27.13192+01
2022-01-31 00:00:00,2022,1,1,5,1,31,31,false,Winter,January,Monday,2025-12-28 11:29:27.13192+01
2022-02-01 00:00:00,2022,1,2,5,2,1,32,false,Winter,February,Tuesday,2025-12-28 11:29:27.13192+01
2022-02-02 00:00:00,2022,1,2,5,3,2,33,false,Winter,February,Wednesday,2025-12-28 11:29:27.13192+01
2022-02-03 00:00:00,2022,1,2,5,4,3,34,false,Winter,February,Thursday,2025-12-28 11:29:27.13192+01
2022-02-04 00:00:00,2022,1,2,5,5,4,35,false,Winter,February,Friday,2025-12-28 11:29:27.13192+01
2022-02-05 00:00:00,2022,1,2,5,6,5,36,true,Winter,February,Saturday,2025-12-28 11:29:27.13192+01
2022-02-06 00:00:00,2022,1,2,5,0,6,37,true,Winter,February,Sunday,2025-12-28 11:29:27.13192+01
2022-02-07 00:00:00,2022,1,2,6,1,7,38,false,Winter,February,Monday,2025-12-28 11:29:27.13192+01
2022-02-08 00:00:00,2022,1,2,6,2,8,39,false,Winter,February,Tuesday,2025-12-28 11:29:27.13192+01
2022-02-09 00:00:00,2022,1,2,6,3,9,40,false,Winter,February,Wednesday,2025-12-28 11:29:27.13192+01
2022-02-10 00:00:00,2022,1,2,6,4,10,41,false,Winter,February,Thursday,2025-12-28 11:29:27.13192+01
2022-02-11 00:00:00,2022,1,2,6,5,11,42,false,Winter,February,Friday,2025-12-28 11:29:27.13192+01
2022-02-12 00:00:00,2022,1,2,6,6,12,43,true,Winter,February,Saturday,2025-12-28 11:29:27.13192+01
2022-02-13 00:00:00,2022,1,2,6,0,13,44,true,Winter,February,Sunday,2025-12-28 11:29:27.13192+01
2022-02-14 00:00:00,2022,1,2,7,1,14,45,false,Winter,February,Monday,2025-12-28 11:29:27.13192+01
2022-02-15 00:00:00,2022,1,2,7,2,15,46,false,Winter,February,Tuesday,2025-12-28 11:29:27.13192+01
2022-02-16 00:00:00,2022,1,2,7,3,16,47,false,Winter,February,Wednesday,2025-12-28 11:29:27.13192+01
2022-02-17 00:00:00,2022,1,2,7,4,17,48,false,Winter,February,Thursday,2025-12-28 11:29:27.13192+01
2022-02-18 00:00:00,2022,1,2,7,5,18,49,false,Winter,February,Friday,2025-12-28 11:29:27.13192+01
2022-02-19 00:00:00,2022,1,2,7,6,19,50,true,Winter,February,Saturday,2025-12-28 11:29:27.13192+01
2022-02-20 00:00:00,2022,1,2,7,0,20,51,true,Winter,February,Sunday,2025-12-28 11:29:27.13192+01
2022-02-21 00:00:00,2022,1,2,8,1,21,52,false,Winter,February,Monday,2025-12-28 11:29:27.13192+01
2022-02-22 00:00:00,2022,1,2,8,2,22,53,false,Winter,February,Tuesday,2025-12-28 11:29:27.13192+01
2022-02-23 00:00:00,2022,1,2,8,3,23,54,false,Winter,February,Wednesday,2025-12-28 11:29:27.13192+01
2022-02-24 00:00:00,2022,1,2,8,4,24,55,false,Winter,February,Thursday,2025-12-28 11:29:27.13192+01
2022-02-25 00:00:00,2022,1,2,8,5,25,56,false,Winter,February,Friday,2025-12-28 11:29:27.13192+01
2022-02-26 00:00:00,2022,1,2,8,6,26,57,true,Winter,February,Saturday,2025-12-28 11:29:27.13192+01
2022-02-27 00:00:00,2022,1,2,8,0,27,58,true,Winter,February,Sunday,2025-12-28 11:29:27.13192+01
2022-02-28 00:00:00,2022,1,2,9,1,28,59,false,Winter,February,Monday,2025-12-28 11:29:27.13192+01
2022-03-01 00:00:00,2022,1,3,9,2,1,60,false,Spring,March,Tuesday,2025-12-28 11:29:27.13192+01
2022-03-02 00:00:00,2022,1,3,9,3,2,61,false,Spring,March,Wednesday,2025-12-28 11:29:27.13192+01
2022-03-03 00:00:00,2022,1,3,9,4,3,62,false,Spring,March,Thursday,2025-12-28 11:29:27.13192+01
2022-03-04 00:00:00,2022,1,3,9,5,4,63,false,Spring,March,Friday,2025-12-28 11:29:27.13192+01
2022-03-05 00:00:00,2022,1,3,9,6,5,64,true,Spring,March,Saturday,2025-12-28 11:29:27.13192+01
2022-03-06 00:00:00,2022,1,3,9,0,6,65,true,Spring,March,Sunday,2025-12-28 11:29:27.13192+01
2022-03-07 00:00:00,2022,1,3,10,1,7,66,false,Spring,March,Monday,2025-12-28 11:29:27.13192+01
2022-03-08 00:00:00,2022,1,3,10,2,8,67,false,Spring,March,Tuesday,2025-12-28 11:29:27.13192+01
2022-03-09 00:00:00,2022,1,3,10,3,9,68,false,Spring,March,Wednesday,2025-12-28 11:29:27.13192+01
2022-03-10 00:00:00,2022,1,3,10,4,10,69,false,Spring,March,Thursday,2025-12-28 11:29:27.13192+01
2022-03-11 00:00:00,2022,1,3,10,5,11,70,false,Spring,March,Friday,2025-12-28 11:29:27.13192+01
2022-03-12 00:00:00,2022,1,3,10,6,12,71,true,Spring,March,Saturday,2025-12-28 11:29:27.13192+01
2022-03-13 00:00:00,2022,1,3,10,0,13,72,true,Spring,March,Sunday,2025-12-28 11:29:27.13192+01
2022-03-14 00:00:00,2022,1,3,11,1,14,73,false,Spring,March,Monday,2025-12-28 11:29:27.13192+01
2022-03-15 00:00:00,2022,1,3,11,2,15,74,false,Spring,March,Tuesday,2025-12-28 11:29:27.13192+01
2022-03-16 00:00:00,2022,1,3,11,3,16,75,false,Spring,March,Wednesday,2025-12-28 11:29:27.13192+01
2022-03-17 00:00:00,2022,1,3,11,4,17,76,false,Spring,March,Thursday,2025-12-28 11:29:27.13192+01
2022-03-18 00:00:00,2022,1,3,11,5,18,77,false,Spring,March,Friday,2025-12-28 11:29:27.13192+01
2022-03-19 00:00:00,2022,1,3,11,6,19,78,true,Spring,March,Saturday,2025-12-28 11:29:27.13192+01
2022-03-20 00:00:00,2022,1,3,11,0,20,79,true,Spring,March,Sunday,2025-12-28 11:29:27.13192+01
2022-03-21 00:00:00,2022,1,3,12,1,21,80,false,Spring,March,Monday,2025-12-28 11:29:27.13192+01
2022-03-22 00:00:00,2022,1,3,12,2,22,81,false,Spring,March,Tuesday,2025-12-28 11:29:27.13192+01
2022-03-23 00:00:00,2022,1,3,12,3,23,82,false,Spring,March,Wednesday,2025-12-28 11:29:27.13192+01
2022-03-24 00:00:00,2022,1,3,12,4,24,83,false,Spring,March,Thursday,2025-12-28 11:29:27.13192+01
2022-03-25 00:00:00,2022,1,3,12,5,25,84,false,Spring,March,Friday,2025-12-28 11:29:27.13192+01
2022-03-26 00:00:00,2022,1,3,12,6,26,85,true,Spring,March,Saturday,2025-12-28 11:29:27.13192+01
2022-03-27 00:00:00,2022,1,3,12,0,27,86,true,Spring,March,Sunday,2025-12-28 11:29:27.13192+01
2022-03-28 00:00:00,2022,1,3,13,1,28,87,false,Spring,March,Monday,2025-12-28 11:29:27.13192+01
2022-03-29 00:00:00,2022,1,3,13,2,29,88,false,Spring,March,Tuesday,2025-12-28 11:29:27.13192+01
2022-03-30 00:00:00,2022,1,3,13,3,30,89,false,Spring,March,Wednesday,2025-12-28 11:29:27.13192+01
2022-03-31 00:00:00,2022,1,3,13,4,31,90,false,Spring,March,Thursday,2025-12-28 11:29:27.13192+01
2022-04-01 00:00:00,2022,2,4,13,5,1,91,false,Spring,April,Friday,2025-12-28 11:29:27.13192+01
2022-04-02 00:00:00,2022,2,4,13,6,2,92,true,Spring,April,Saturday,2025-12-28 11:29:27.13192+01
2022-04-03 00:00:00,2022,2,4,13,0,3,93,true,Spring,April,Sunday,2025-12-28 11:29:27.13192+01
2022-04-04 00:00:00,2022,2,4,14,1,4,94,false,Spring,April,Monday,2025-12-28 11:29:27.13192+01
2022-04-05 00:00:00,2022,2,4,14,2,5,95,false,Spring,April,Tuesday,2025-12-28 11:29:27.13192+01
2022-04-06 00:00:00,2022,2,4,14,3,6,96,false,Spring,April,Wednesday,2025-12-28 11:29:27.13192+01
2022-04-07 00:00:00,2022,2,4,14,4,7,97,false,Spring,April,Thursday,2025-12-28 11:29:27.13192+01
2022-04-08 00:00:00,2022,2,4,14,5,8,98,false,Spring,April,Friday,2025-12-28 11:29:27.13192+01
2022-04-09 00:00:00,2022,2,4,14,6,9,99,true,Spring,April,Saturday,2025-12-28 11:29:27.13192+01
2022-04-10 00:00:00,2022,2,4,14,0,10,100,true,Spring,April,Sunday,2025-12-28 11:29:27.13192+01
2022-04-11 00:00:00,2022,2,4,15,1,11,101,false,Spring,April,Monday,2025-12-28 11:29:27.13192+01
2022-04-12 00:00:00,2022,2,4,15,2,12,102,false,Spring,April,Tuesday,2025-12-28 11:29:27.13192+01
2022-04-13 00:00:00,2022,2,4,15,3,13,103,false,Spring,April,Wednesday,2025-12-28 11:29:27.13192+01
2022-04-14 00:00:00,2022,2,4,15,4,14,104,false,Spring,April,Thursday,2025-12-28 11:29:27.13192+01
2022-04-15 00:00:00,2022,2,4,15,5,15,105,false,Spring,April,Friday,2025-12-28 11:29:27.13192+01
2022-04-16 00:00:00,2022,2,4,15,6,16,106,true,Spring,April,Saturday,2025-12-28 11:29:27.13192+01
2022-04-17 00:00:00,2022,2,4,15,0,17,107,true,Spring,April,Sunday,2025-12-28 11:29:27.13192+01
2022-04-18 00:00:00,2022,2,4,16,1,18,108,false,Spring,April,Monday,2025-12-28 11:29:27.13192+01
2022-04-19 00:00:00,2022,2,4,16,2,19,109,false,Spring,April,Tuesday,2025-12-28 11:29:27.13192+01
2022-04-20 00:00:00,2022,2,4,16,3,20,110,false,Spring,April,Wednesday,2025-12-28 11:29:27.13192+01
2022-04-21 00:00:00,2022,2,4,16,4,21,111,false,Spring,April,Thursday,2025-12-28 11:29:27.13192+01
2022-04-22 00:00:00,2022,2,4,16,5,22,112,false,Spring,April,Friday,2025-12-28 11:29:27.13192+01
2022-04-23 00:00:00,2022,2,4,16,6,23,113,true,Spring,April,Saturday,2025-12-28 11:29:27.13192+01
2022-04-24 00:00:00,2022,2,4,16,0,24,114,true,Spring,April,Sunday,2025-12-28 11:29:27.13192+01
2022-04-25 00:00:00,2022,2,4,17,1,25,115,false,Spring,April,Monday,2025-12-28 11:29:27.13192+01
2022-04-26 00:00:00,2022,2,4,17,2,26,116,false,Spring,April,Tuesday,2025-12-28 11:29:27.13192+01
2022-04-27 00:00:00,2022,2,4,17,3,27,117,false,Spring,April,Wednesday,2025-12-28 11:29:27.13192+01
2022-04-28 00:00:00,2022,2,4,17,4,28,118,false,Spring,April,Thursday,2025-12-28 11:29:27.13192+01
2022-04-29 00:00:00,2022,2,4,17,5,29,119,false,Spring,April,Friday,2025-12-28 11:29:27.13192+01
2022-04-30 00:00:00,2022,2,4,17,6,30,120,true,Spring,April,Saturday,2025-12-28 11:29:27.13192+01
2022-05-01 00:00:00,2022,2,5,17,0,1,121,true,Spring,May,Sunday,2025-12-28 11:29:27.13192+01
2022-05-02 00:00:00,2022,2,5,18,1,2,122,false,Spring,May,Monday,2025-12-28 11:29:27.13192+01
2022-05-03 00:00:00,2022,2,5,18,2,3,123,false,Spring,May,Tuesday,2025-12-28 11:29:27.13192+01
2022-05-04 00:00:00,2022,2,5,18,3,4,124,false,Spring,May,Wednesday,2025-12-28 11:29:27.13192+01
2022-05-05 00:00:00,2022,2,5,18,4,5,125,false,Spring,May,Thursday,2025-12-28 11:29:27.13192+01
2022-05-06 00:00:00,2022,2,5,18,5,6,126,false,Spring,May,Friday,2025-12-28 11:29:27.13192+01
2022-05-07 00:00:00,2022,2,5,18,6,7,127,true,Spring,May,Saturday,2025-12-28 11:29:27.13192+01
2022-05-08 00:00:00,2022,2,5,18,0,8,128,true,Spring,May,Sunday,2025-12-28 11:29:27.13192+01
2022-05-09 00:00:00,2022,2,5,19,1,9,129,false,Spring,May,Monday,2025-12-28 11:29:27.13192+01
2022-05-10 00:00:00,2022,2,5,19,2,10,130,false,Spring,May,Tuesday,2025-12-28 11:29:27.13192+01
2022-05-11 00:00:00,2022,2,5,19,3,11,131,false,Spring,May,Wednesday,2025-12-28 11:29:27.13192+01
2022-05-12 00:00:00,2022,2,5,19,4,12,132,false,Spring,May,Thursday,2025-12-28 11:29:27.13192+01
2022-05-13 00:00:00,2022,2,5,19,5,13,133,false,Spring,May,Friday,2025-12-28 11:29:27.13192+01
2022-05-14 00:00:00,2022,2,5,19,6,14,134,true,Spring,May,Saturday,2025-12-28 11:29:27.13192+01
2022-05-15 00:00:00,2022,2,5,19,0,15,135,true,Spring,May,Sunday,2025-12-28 11:29:27.13192+01
2022-05-16 00:00:00,2022,2,5,20,1,16,136,false,Spring,May,Monday,2025-12-28 11:29:27.13192+01
2022-05-17 00:00:00,2022,2,5,20,2,17,137,false,Spring,May,Tuesday,2025-12-28 11:29:27.13192+01
2022-05-18 00:00:00,2022,2,5,20,3,18,138,false,Spring,May,Wednesday,2025-12-28 11:29:27.13192+01
2022-05-19 00:00:00,2022,2,5,20,4,19,139,false,Spring,May,Thursday,2025-12-28 11:29:27.13192+01
2022-05-20 00:00:00,2022,2,5,20,5,20,140,false,Spring,May,Friday,2025-12-28 11:29:27.13192+01
2022-05-21 00:00:00,2022,2,5,20,6,21,141,true,Spring,May,Saturday,2025-12-28 11:29:27.13192+01
2022-05-22 00:00:00,2022,2,5,20,0,22,142,true,Spring,May,Sunday,2025-12-28 11:29:27.13192+01
2022-05-23 00:00:00,2022,2,5,21,1,23,143,false,Spring,May,Monday,2025-12-28 11:29:27.13192+01
2022-05-24 00:00:00,2022,2,5,21,2,24,144,false,Spring,May,Tuesday,2025-12-28 11:29:27.13192+01
2022-05-25 00:00:00,2022,2,5,21,3,25,145,false,Spring,May,Wednesday,2025-12-28 11:29:27.13192+01
2022-05-26 00:00:00,2022,2,5,21,4,26,146,false,Spring,May,Thursday,2025-12-28 11:29:27.13192+01
2022-05-27 00:00:00,2022,2,5,21,5,27,147,false,Spring,May,Friday,2025-12-28 11:29:27.13192+01
2022-05-28 00:00:00,2022,2,5,21,6,28,148,true,Spring,May,Saturday,2025-12-28 11:29:27.13192+01
2022-05-29 00:00:00,2022,2,5,21,0,29,149,true,Spring,May,Sunday,2025-12-28 11:29:27.13192+01
2022-05-30 00:00:00,2022,2,5,22,1,30,150,false,Spring,May,Monday,2025-12-28 11:29:27.13192+01
2022-05-31 00:00:00,2022,2,5,22,2,31,151,false,Spring,May,Tuesday,2025-12-28 11:29:27.13192+01
2022-06-01 00:00:00,2022,2,6,22,3,1,152,false,Summer,June,Wednesday,2025-12-28 11:29:27.13192+01
2022-06-02 00:00:00,2022,2,6,22,4,2,153,false,Summer,June,Thursday,2025-12-28 11:29:27.13192+01
2022-06-03 00:00:00,2022,2,6,22,5,3,154,false,Summer,June,Friday,2025-12-28 11:29:27.13192+01
2022-06-04 00:00:00,2022,2,6,22,6,4,155,true,Summer,June,Saturday,2025-12-28 11:29:27.13192+01
2022-06-05 00:00:00,2022,2,6,22,0,5,156,true,Summer,June,Sunday,2025-12-28 11:29:27.13192+01
2022-06-06 00:00:00,2022,2,6,23,1,6,157,false,Summer,June,Monday,2025-12-28 11:29:27.13192+01
2022-06-07 00:00:00,2022,2,6,23,2,7,158,false,Summer,June,Tuesday,2025-12-28 11:29:27.13192+01
2022-06-08 00:00:00,2022,2,6,23,3,8,159,false,Summer,June,Wednesday,2025-12-28 11:29:27.13192+01
2022-06-09 00:00:00,2022,2,6,23,4,9,160,false,Summer,June,Thursday,2025-12-28 11:29:27.13192+01
2022-06-10 00:00:00,2022,2,6,23,5,10,161,false,Summer,June,Friday,2025-12-28 11:29:27.13192+01
2022-06-11 00:00:00,2022,2,6,23,6,11,162,true,Summer,June,Saturday,2025-12-28 11:29:27.13192+01
2022-06-12 00:00:00,2022,2,6,23,0,12,163,true,Summer,June,Sunday,2025-12-28 11:29:27.13192+01
2022-06-13 00:00:00,2022,2,6,24,1,13,164,false,Summer,June,Monday,2025-12-28 11:29:27.13192+01
2022-06-14 00:00:00,2022,2,6,24,2,14,165,false,Summer,June,Tuesday,2025-12-28 11:29:27.13192+01
2022-06-15 00:00:00,2022,2,6,24,3,15,166,false,Summer,June,Wednesday,2025-12-28 11:29:27.13192+01
2022-06-16 00:00:00,2022,2,6,24,4,16,167,false,Summer,June,Thursday,2025-12-28 11:29:27.13192+01
2022-06-17 00:00:00,2022,2,6,24,5,17,168,false,Summer,June,Friday,2025-12-28 11:29:27.13192+01
2022-06-18 00:00:00,2022,2,6,24,6,18,169,true,Summer,June,Saturday,2025-12-28 11:29:27.13192+01
2022-06-19 00:00:00,2022,2,6,24,0,19,170,true,Summer,June,Sunday,2025-12-28 11:29:27.13192+01
2022-06-20 00:00:00,2022,2,6,25,1,20,171,false,Summer,June,Monday,2025-12-28 11:29:27.13192+01
2022-06-21 00:00:00,2022,2,6,25,2,21,172,false,Summer,June,Tuesday,2025-12-28 11:29:27.13192+01
2022-06-22 00:00:00,2022,2,6,25,3,22,173,false,Summer,June,Wednesday,2025-12-28 11:29:27.13192+01
2022-06-23 00:00:00,2022,2,6,25,4,23,174,false,Summer,June,Thursday,2025-12-28 11:29:27.13192+01
2022-06-24 00:00:00,2022,2,6,25,5,24,175,false,Summer,June,Friday,2025-12-28 11:29:27.13192+01
2022-06-25 00:00:00,2022,2,6,25,6,25,176,true,Summer,June,Saturday,2025-12-28 11:29:27.13192+01
2022-06-26 00:00:00,2022,2,6,25,0,26,177,true,Summer,June,Sunday,2025-12-28 11:29:27.13192+01
2022-06-27 00:00:00,2022,2,6,26,1,27,178,false,Summer,June,Monday,2025-12-28 11:29:27.13192+01
2022-06-28 00:00:00,2022,2,6,26,2,28,179,false,Summer,June,Tuesday,2025-12-28 11:29:27.13192+01
2022-06-29 00:00:00,2022,2,6,26,3,29,180,false,Summer,June,Wednesday,2025-12-28 11:29:27.13192+01
2022-06-30 00:00:00,2022,2,6,26,4,30,181,false,Summer,June,Thursday,2025-12-28 11:29:27.13192+01
2022-07-01 00:00:00,2022,3,7,26,5,1,182,false,Summer,July,Friday,2025-12-28 11:29:27.13192+01
2022-07-02 00:00:00,2022,3,7,26,6,2,183,true,Summer,July,Saturday,2025-12-28 11:29:27.13192+01
2022-07-03 00:00:00,2022,3,7,26,0,3,184,true,Summer,July,Sunday,2025-12-28 11:29:27.13192+01
2022-07-04 00:00:00,2022,3,7,27,1,4,185,false,Summer,July,Monday,2025-12-28 11:29:27.13192+01
2022-07-05 00:00:00,2022,3,7,27,2,5,186,false,Summer,July,Tuesday,2025-12-28 11:29:27.13192+01
2022-07-06 00:00:00,2022,3,7,27,3,6,187,false,Summer,July,Wednesday,2025-12-28 11:29:27.13192+01
2022-07-07 00:00:00,2022,3,7,27,4,7,188,false,Summer,July,Thursday,2025-12-28 11:29:27.13192+01
2022-07-08 00:00:00,2022,3,7,27,5,8,189,false,Summer,July,Friday,2025-12-28 11:29:27.13192+01
2022-07-09 00:00:00,2022,3,7,27,6,9,190,true,Summer,July,Saturday,2025-12-28 11:29:27.13192+01
2022-07-10 00:00:00,2022,3,7,27,0,10,191,true,Summer,July,Sunday,2025-12-28 11:29:27.13192+01
2022-07-11 00:00:00,2022,3,7,28,1,11,192,false,Summer,July,Monday,2025-12-28 11:29:27.13192+01
2022-07-12 00:00:00,2022,3,7,28,2,12,193,false,Summer,July,Tuesday,2025-12-28 11:29:27.13192+01
2022-07-13 00:00:00,2022,3,7,28,3,13,194,false,Summer,July,Wednesday,2025-12-28 11:29:27.13192+01
2022-07-14 00:00:00,2022,3,7,28,4,14,195,false,Summer,July,Thursday,2025-12-28 11:29:27.13192+01
2022-07-15 00:00:00,2022,3,7,28,5,15,196,false,Summer,July,Friday,2025-12-28 11:29:27.13192+01
2022-07-16 00:00:00,2022,3,7,28,6,16,197,true,Summer,July,Saturday,2025-12-28 11:29:27.13192+01
2022-07-17 00:00:00,2022,3,7,28,0,17,198,true,Summer,July,Sunday,2025-12-28 11:29:27.13192+01
2022-07-18 00:00:00,2022,3,7,29,1,18,199,false,Summer,July,Monday,2025-12-28 11:29:27.13192+01
2022-07-19 00:00:00,2022,3,7,29,2,19,200,false,Summer,July,Tuesday,2025-12-28 11:29:27.13192+01
2022-07-20 00:00:00,2022,3,7,29,3,20,201,false,Summer,July,Wednesday,2025-12-28 11:29:27.13192+01
2022-07-21 00:00:00,2022,3,7,29,4,21,202,false,Summer,July,Thursday,2025-12-28 11:29:27.13192+01
2022-07-22 00:00:00,2022,3,7,29,5,22,203,false,Summer,July,Friday,2025-12-28 11:29:27.13192+01
2022-07-23 00:00:00,2022,3,7,29,6,23,204,true,Summer,July,Saturday,2025-12-28 11:29:27.13192+01
2022-07-24 00:00:00,2022,3,7,29,0,24,205,true,Summer,July,Sunday,2025-12-28 11:29:27.13192+01
2022-07-25 00:00:00,2022,3,7,30,1,25,206,false,Summer,July,Monday,2025-12-28 11:29:27.13192+01
2022-07-26 00:00:00,2022,3,7,30,2,26,207,false,Summer,July,Tuesday,2025-12-28 11:29:27.13192+01
2022-07-27 00:00:00,2022,3,7,30,3,27,208,false,Summer,July,Wednesday,2025-12-28 11:29:27.13192+01
2022-07-28 00:00:00,2022,3,7,30,4,28,209,false,Summer,July,Thursday,2025-12-28 11:29:27.13192+01
2022-07-29 00:00:00,2022,3,7,30,5,29,210,false,Summer,July,Friday,2025-12-28 11:29:27.13192+01
2022-07-30 00:00:00,2022,3,7,30,6,30,211,true,Summer,July,Saturday,2025-12-28 11:29:27.13192+01
2022-07-31 00:00:00,2022,3,7,30,0,31,212,true,Summer,July,Sunday,2025-12-28 11:29:27.13192+01
2022-08-01 00:00:00,2022,3,8,31,1,1,213,false,Summer,August,Monday,2025-12-28 11:29:27.13192+01
2022-08-02 00:00:00,2022,3,8,31,2,2,214,false,Summer,August,Tuesday,2025-12-28 11:29:27.13192+01
2022-08-03 00:00:00,2022,3,8,31,3,3,215,false,Summer,August,Wednesday,2025-12-28 11:29:27.13192+01
2022-08-04 00:00:00,2022,3,8,31,4,4,216,false,Summer,August,Thursday,2025-12-28 11:29:27.13192+01
2022-08-05 00:00:00,2022,3,8,31,5,5,217,false,Summer,August,Friday,2025-12-28 11:29:27.13192+01
2022-08-06 00:00:00,2022,3,8,31,6,6,218,true,Summer,August,Saturday,2025-12-28 11:29:27.13192+01
2022-08-07 00:00:00,2022,3,8,31,0,7,219,true,Summer,August,Sunday,2025-12-28 11:29:27.13192+01
2022-08-08 00:00:00,2022,3,8,32,1,8,220,false,Summer,August,Monday,2025-12-28 11:29:27.13192+01
2022-08-09 00:00:00,2022,3,8,32,2,9,221,false,Summer,August,Tuesday,2025-12-28 11:29:27.13192+01
2022-08-10 00:00:00,2022,3,8,32,3,10,222,false,Summer,August,Wednesday,2025-12-28 11:29:27.13192+01
2022-08-11 00:00:00,2022,3,8,32,4,11,223,false,Summer,August,Thursday,2025-12-28 11:29:27.13192+01
2022-08-12 00:00:00,2022,3,8,32,5,12,224,false,Summer,August,Friday,2025-12-28 11:29:27.13192+01
2022-08-13 00:00:00,2022,3,8,32,6,13,225,true,Summer,August,Saturday,2025-12-28 11:29:27.13192+01
2022-08-14 00:00:00,2022,3,8,32,0,14,226,true,Summer,August,Sunday,2025-12-28 11:29:27.13192+01
2022-08-15 00:00:00,2022,3,8,33,1,15,227,false,Summer,August,Monday,2025-12-28 11:29:27.13192+01
2022-08-16 00:00:00,2022,3,8,33,2,16,228,false,Summer,August,Tuesday,2025-12-28 11:29:27.13192+01
2022-08-17 00:00:00,2022,3,8,33,3,17,229,false,Summer,August,Wednesday,2025-12-28 11:29:27.13192+01
2022-08-18 00:00:00,2022,3,8,33,4,18,230,false,Summer,August,Thursday,2025-12-28 11:29:27.13192+01
2022-08-19 00:00:00,2022,3,8,33,5,19,231,false,Summer,August,Friday,2025-12-28 11:29:27.13192+01
2022-08-20 00:00:00,2022,3,8,33,6,20,232,true,Summer,August,Saturday,2025-12-28 11:29:27.13192+01
2022-08-21 00:00:00,2022,3,8,33,0,21,233,true,Summer,August,Sunday,2025-12-28 11:29:27.13192+01
2022-08-22 00:00:00,2022,3,8,34,1,22,234,false,Summer,August,Monday,2025-12-28 11:29:27.13192+01
2022-08-23 00:00:00,2022,3,8,34,2,23,235,false,Summer,August,Tuesday,2025-12-28 11:29:27.13192+01
