log_item_id,item_key,valid_from,valid_to,is_current,brand_name,item_category,item_name_en,product_price_incl_vat,product_price_excl_vat,vat_rate_percent,currency,weight_grams,number_of_units,time_item_created_source_utc,load_time
66ed1f1b314734f295287c08fe050b0b,8848e81faf793f35004c01e760863f14,2023-06-20 15:28:04.184+02,2023-07-20 22:22:44.184+02,false,Giotto,"Toffee, Fudge & Nougat","Giotto Hazelnut Pastry, (4 bars), 154 g",3.27,2.75,19, EUR,154,1,2022-12-01 09:34:08.628+01,2025-12-28 11:29:27.836877+01
f41018931b98f5278974b4259b892f0d,8848e81faf793f35004c01e760863f14,2023-07-20 22:22:44.184+02,2023-08-19 12:17:24.184+02,false,Giotto,"Toffee, Fudge & Nougat","Giotto Hazelnut Pastry, (4 bars), 154 g",3.3,2.77,19, EUR,154,1,2022-12-01 09:34:08.628+01,2025-12-28 11:29:27.836877+01
66462c6ef6700b171165196417c3bcb6,8848e81faf793f35004c01e760863f14,2023-08-19 12:17:24.184+02,2023-09-18 08:12:04.184+02,false,Giotto,"Toffee, Fudge & Nougat","Giotto Hazelnut Pastry, (4 bars), 154 g",3.37,2.83,19, EUR,154,1,2022-12-01 09:34:08.628+01,2025-12-28 11:29:27.836877+01
1a950d5ad5baac1763eb55181aaffb50,8848e81faf793f35004c01e760863f14,2023-09-18 08:12:04.184+02,2023-10-18 07:06:44.184+02,false,Giotto,"Toffee, Fudge & Nougat","Giotto Hazelnut Pastry, (4 bars), 154 g",3.41,2.87,19, EUR,154,1,2022-12-01 09:34:08.628+01,2025-12-28 11:29:27.836877+01
4fccae3caf3f66d3a98fd100d6f40f1e,8848e81faf793f35004c01e760863f14,2023-10-18 07:06:44.184+02,2023-11-19 01:01:24.184+01,false,Giotto,"Toffee, Fudge & Nougat","Giotto Hazelnut Pastry, (4 bars), 154 g",3.41,2.87,19, EUR,154,1,2022-12-01 09:34:08.628+01,2025-12-28 11:29:27.836877+01
dbfd342a846fe7e4a790844abfb56f49,8848e81faf793f35004c01e760863f14,2023-11-19 01:01:24.184+01,2023-12-20 23:56:04.184+01,false,Giotto,"Toffee, Fudge & Nougat","Giotto Hazelnut Pastry, (4 bars), 154 g",3.45,2.9,19, EUR,154,1,2022-12-01 09:34:08.628+01,2025-12-28 11:29:27.836877+01
d1b244fd555fe292b523ea6df9af48e2,8848e81faf793f35004c01e760863f14,2023-12-20 23:56:04.184+01,9999-12-31 00:00:00+01,true,Giotto,"Toffee, Fudge & Nougat","Giotto Hazelnut Pastry, (4 bars), 154 g",3.46,2.91,19, EUR,154,1,2022-12-01 09:34:08.628+01,2025-12-28 11:29:27.836877+01
3547fd4316d3f0cba926f0aac4de2391,008400fe0a12cc313b1b998c107cafea,2022-12-25 15:00:01.646+01,2023-03-09 11:12:26.646+01,false,Foodspring,Chocolate & Sweet Spreads,Foodspring Protein Cream Hazelnut 200 g,7.13,5.99,19, EUR,200,1,2023-07-12 07:54:16.674+02,2025-12-28 11:29:27.836877+01
85d449bceb611671a721d8723e417732,008400fe0a12cc313b1b998c107cafea,2023-03-09 11:12:26.646+01,2023-05-21 21:24:51.646+02,false,Foodspring,Chocolate & Sweet Spreads,Foodspring Protein Cream Hazelnut 200 g,7.06,5.93,19, EUR,200,1,2023-07-12 07:54:16.674+02,2025-12-28 11:29:27.836877+01
6f9184487f5a063c0c77d7d3076c52eb,008400fe0a12cc313b1b998c107cafea,2023-05-21 21:24:51.646+02,2023-08-02 23:37:16.646+02,false,Foodspring,Chocolate & Sweet Spreads,Foodspring Protein Cream Hazelnut 200 g,7.09,5.96,19, EUR,200,1,2023-07-12 07:54:16.674+02,2025-12-28 11:29:27.836877+01
8726ef6f3f7ff6c035c331826f4211ed,008400fe0a12cc313b1b998c107cafea,2023-08-02 23:37:16.646+02,2023-10-15 04:49:41.646+02,false,Foodspring,Chocolate & Sweet Spreads,Foodspring Protein Cream Hazelnut 200 g,7.14,6.0,19, EUR,200,1,2023-07-12 07:54:16.674+02,2025-12-28 11:29:27.836877+01
0c1059b35886a3e540403984ad44bb96,008400fe0a12cc313b1b998c107cafea,2023-10-15 04:49:41.646+02,2023-12-29 09:02:06.646+01,false,Foodspring,Chocolate & Sweet Spreads,Foodspring Protein Cream Hazelnut 200 g,7.14,6.0,19, EUR,200,1,2023-07-12 07:54:16.674+02,2025-12-28 11:29:27.836877+01
b4fa9b037afadefa55adfeff4989e02f,008400fe0a12cc313b1b998c107cafea,2023-12-29 09:02:06.646+01,9999-12-31 00:00:00+01,true,Foodspring,Chocolate & Sweet Spreads,Foodspring Protein Cream Hazelnut 200 g,7.17,6.03,19, EUR,200,1,2023-07-12 07:54:16.674+02,2025-12-28 11:29:27.836877+01
3b337126d117e44457eed75dd4d93bf1,184794567e769594406f10b6826d88e4,2022-12-31 17:00:00.972+01,2023-12-19 08:56:56.972+01,false,Griesson,Cookies,"Griesson Soft Cake biscuits, orange milk, 300 g",1.9,1.6,19, EUR,300,1,2021-09-27 07:40:06.54+02,2025-12-28 11:29:27.836877+01
c17c4448e35aa01ea99b59b35f97b03a,184794567e769594406f10b6826d88e4,2023-12-19 08:56:56.972+01,9999-12-31 00:00:00+01,true,Griesson,Cookies,"Griesson Soft Cake biscuits, orange milk, 300 g",1.9,1.6,19, EUR,300,1,2021-09-27 07:40:06.54+02,2025-12-28 11:29:27.836877+01
64cc3e7d33ee82dc5fc65ce8d4c447d5,514473c47399dfac41b754ddf7fd5d94,2022-12-28 02:59:59.916+01,2023-06-26 16:32:56.916+02,false,Funny-Frisch,Crisp & Snacks,"Funny-Frisch Lentil Crisps Paprika Style, 90 g",2.03,1.71,19, EUR,90,1,2022-11-28 04:22:13.844+01,2025-12-28 11:29:27.836877+01
888241e52b3b9c61c156a97700308eee,514473c47399dfac41b754ddf7fd5d94,2023-06-26 16:32:56.916+02,2023-12-25 08:05:53.916+01,false,Funny-Frisch,Crisp & Snacks,"Funny-Frisch Lentil Crisps Paprika Style, 90 g",2.03,1.71,19, EUR,90,1,2022-11-28 04:22:13.844+01,2025-12-28 11:29:27.836877+01
f592b336246a87008639bbd6e5bc53a4,514473c47399dfac41b754ddf7fd5d94,2023-12-25 08:05:53.916+01,9999-12-31 00:00:00+01,true,Funny-Frisch,Crisp & Snacks,"Funny-Frisch Lentil Crisps Paprika Style, 90 g",2.06,1.73,19, EUR,90,1,2022-11-28 04:22:13.844+01,2025-12-28 11:29:27.836877+01
e93fedcb68693d6b8425c7340c245de8,7581487f9a0d33775d570f020b0e4141,2022-12-23 10:00:00.859+01,2023-01-31 21:02:47.859+01,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.16,0.97,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
25aebb86c2b51eeebd636a10cf7721d7,7581487f9a0d33775d570f020b0e4141,2023-01-31 21:02:47.859+01,2023-03-13 01:05:34.859+01,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.16,0.97,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
2a9969ab9bcd1397b75f1658c66c152b,7581487f9a0d33775d570f020b0e4141,2023-03-13 01:05:34.859+01,2023-04-21 17:08:21.859+02,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.18,0.99,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
e10266ecb2351c6254d0e0a9a0ecf85b,7581487f9a0d33775d570f020b0e4141,2023-04-21 17:08:21.859+02,2023-06-01 02:11:08.859+02,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.23,1.03,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
7ddb212ca2d2626bee9c96d462f30b94,7581487f9a0d33775d570f020b0e4141,2023-06-01 02:11:08.859+02,2023-07-11 00:13:55.859+02,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.3,1.09,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
b3c694e37ffa0142412ae77ba025ed83,7581487f9a0d33775d570f020b0e4141,2023-07-11 00:13:55.859+02,2023-08-20 10:16:42.859+02,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.32,1.11,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
0e8f5da9be9857fe4ba920213aa09b78,7581487f9a0d33775d570f020b0e4141,2023-08-20 10:16:42.859+02,2023-09-30 07:19:29.859+02,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.36,1.14,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
c8c3cf1dcca79625eeb95d85819604f6,7581487f9a0d33775d570f020b0e4141,2023-09-30 07:19:29.859+02,2023-11-09 12:22:16.859+01,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.43,1.2,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
df19aac1a3b2b89f241cb4b9cfc674bf,7581487f9a0d33775d570f020b0e4141,2023-11-09 12:22:16.859+01,2023-12-21 19:25:03.859+01,false,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.45,1.22,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
eadd57c10605642feab23da34e0a8a68,7581487f9a0d33775d570f020b0e4141,2023-12-21 19:25:03.859+01,9999-12-31 00:00:00+01,true,Yogurette,Chocolate,"Yogurette Strawberry Yogurt Chocolate, 100 g",1.49,1.25,19, EUR,100,1,2020-10-20 20:10:11.731+02,2025-12-28 11:29:27.836877+01
f70db4a84e79e4af043fde2384e115f1,898f47cb5c754158245b1b236d3df7e6,2022-12-26 17:00:00.194+01,2023-03-28 20:27:43.194+02,false,Fuego,"Cheese Crackers, Breadsticks & Dipping","Fuego guacamole dip, 200 ml",3.27,2.75,19, EUR,208,1,2022-08-19 21:09:36.286+02,2025-12-28 11:29:27.836877+01
a5f0067bc0b8d3220994b19e6686370f,898f47cb5c754158245b1b236d3df7e6,2023-03-28 20:27:43.194+02,2023-06-27 19:55:26.194+02,false,Fuego,"Cheese Crackers, Breadsticks & Dipping","Fuego guacamole dip, 200 ml",3.27,2.75,19, EUR,208,1,2022-08-19 21:09:36.286+02,2025-12-28 11:29:27.836877+01
248924c02509744f0d369f134d0dd6b7,898f47cb5c754158245b1b236d3df7e6,2023-06-27 19:55:26.194+02,2023-09-26 10:23:09.194+02,false,Fuego,"Cheese Crackers, Breadsticks & Dipping","Fuego guacamole dip, 200 ml",3.28,2.76,19, EUR,208,1,2022-08-19 21:09:36.286+02,2025-12-28 11:29:27.836877+01
fb97e7f9fdf41f1c76954733df28ec39,898f47cb5c754158245b1b236d3df7e6,2023-09-26 10:23:09.194+02,2023-12-28 22:50:52.194+01,false,Fuego,"Cheese Crackers, Breadsticks & Dipping","Fuego guacamole dip, 200 ml",3.29,2.76,19, EUR,208,1,2022-08-19 21:09:36.286+02,2025-12-28 11:29:27.836877+01
5f32fdf3e009305925183385666ddaa6,898f47cb5c754158245b1b236d3df7e6,2023-12-28 22:50:52.194+01,9999-12-31 00:00:00+01,true,Fuego,"Cheese Crackers, Breadsticks & Dipping","Fuego guacamole dip, 200 ml",3.31,2.78,19, EUR,208,1,2022-08-19 21:09:36.286+02,2025-12-28 11:29:27.836877+01
9143fec04926b481a4f8ac4a40e09cd5,971c3d87aff5615604a3d1ef052d8cd9,2022-12-21 19:59:55.317+01,2023-01-23 13:43:40.317+01,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.62,2.2,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
b6668ac8dec2b7fef58620816d6a759c,971c3d87aff5615604a3d1ef052d8cd9,2023-01-23 13:43:40.317+01,2023-02-25 01:27:25.317+01,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.61,2.19,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
74ea624c8531e21b7fbeb9513567bc69,971c3d87aff5615604a3d1ef052d8cd9,2023-02-25 01:27:25.317+01,2023-03-29 12:11:10.317+02,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.64,2.22,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
951bbd986c234fa704cacef4b6230edc,971c3d87aff5615604a3d1ef052d8cd9,2023-03-29 12:11:10.317+02,2023-04-30 14:54:55.317+02,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.7,2.27,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
866924fd33ec94400deec5f43584600f,971c3d87aff5615604a3d1ef052d8cd9,2023-04-30 14:54:55.317+02,2023-06-03 00:38:40.317+02,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.72,2.29,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
4b234b9abac3ba1a224dd5d6e88c5a5f,971c3d87aff5615604a3d1ef052d8cd9,2023-06-03 00:38:40.317+02,2023-07-05 01:22:25.317+02,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.77,2.33,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
1585a61f398d406c7ce4ad0167db8dab,971c3d87aff5615604a3d1ef052d8cd9,2023-07-05 01:22:25.317+02,2023-08-07 07:06:10.317+02,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.79,2.34,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
0373ac78f7a461cab12a888f43f36727,971c3d87aff5615604a3d1ef052d8cd9,2023-08-07 07:06:10.317+02,2023-09-09 01:49:55.317+02,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.84,2.39,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
c638d21538aaaa1a230c7a8b3756bb2b,971c3d87aff5615604a3d1ef052d8cd9,2023-09-09 01:49:55.317+02,2023-10-12 11:33:40.317+02,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.85,2.39,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
17e6a393d444bcb63b5c60bd9810b27b,971c3d87aff5615604a3d1ef052d8cd9,2023-10-12 11:33:40.317+02,2023-11-14 19:17:25.317+01,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.89,2.43,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
bef2718027e77d5824000979493aae1c,971c3d87aff5615604a3d1ef052d8cd9,2023-11-14 19:17:25.317+01,2023-12-18 22:01:10.317+01,false,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.89,2.43,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
ecef00d49076c2e5ea332c45789ad0c6,971c3d87aff5615604a3d1ef052d8cd9,2023-12-18 22:01:10.317+01,9999-12-31 00:00:00+01,true,Chio,"Cheese Crackers, Breadsticks & Dipping","Chio Dip Hot Cheese, 200 ml",2.93,2.46,19, EUR,214,1,2023-10-13 12:19:43.105+02,2025-12-28 11:29:27.836877+01
733636ce4221ae1e1c9162aed365f94d,9f8bd236cf455c9fa6a5fb11146b9368,2022-12-24 03:00:01.864+01,2023-03-07 23:42:45.864+01,false,,"Toffee, Fudge & Nougat","Muh Muhs Original cream toffee, 215 g",2.24,1.88,19, EUR,215,1,2020-09-22 04:34:56.48+02,2025-12-28 11:29:27.836877+01
e2770dbd1313c5cf49aa6f62724d09f2,9f8bd236cf455c9fa6a5fb11146b9368,2023-03-07 23:42:45.864+01,2023-05-20 20:25:29.864+02,false,,"Toffee, Fudge & Nougat","Muh Muhs Original cream toffee, 215 g",2.17,1.82,19, EUR,215,1,2020-09-22 04:34:56.48+02,2025-12-28 11:29:27.836877+01
ab66821dae3781bd2a60f22b4496070e,9f8bd236cf455c9fa6a5fb11146b9368,2023-05-20 20:25:29.864+02,2023-08-03 11:08:13.864+02,false,,"Toffee, Fudge & Nougat","Muh Muhs Original cream toffee, 215 g",2.21,1.86,19, EUR,215,1,2020-09-22 04:34:56.48+02,2025-12-28 11:29:27.836877+01
d00d244d643aa09dd449a74be66cd130,9f8bd236cf455c9fa6a5fb11146b9368,2023-08-03 11:08:13.864+02,2023-10-17 01:50:57.864+02,false,,"Toffee, Fudge & Nougat","Muh Muhs Original cream toffee, 215 g",2.23,1.87,19, EUR,215,1,2020-09-22 04:34:56.48+02,2025-12-28 11:29:27.836877+01
ac1911983ebc58272586ea5b913624a4,9f8bd236cf455c9fa6a5fb11146b9368,2023-10-17 01:50:57.864+02,2023-12-29 16:33:41.864+01,false,,"Toffee, Fudge & Nougat","Muh Muhs Original cream toffee, 215 g",2.29,1.92,19, EUR,215,1,2020-09-22 04:34:56.48+02,2025-12-28 11:29:27.836877+01
9e90ea8f6d66d6135f33db9589814ae7,9f8bd236cf455c9fa6a5fb11146b9368,2023-12-29 16:33:41.864+01,9999-12-31 00:00:00+01,true,,"Toffee, Fudge & Nougat","Muh Muhs Original cream toffee, 215 g",2.32,1.95,19, EUR,215,1,2020-09-22 04:34:56.48+02,2025-12-28 11:29:27.836877+01
e912c2b08af9e1f7ed3854292477b2ba,de2d83ff88ef56053a06b1e8686c5577,2022-12-30 03:59:59.047+01,2023-04-29 06:40:59.047+02,false,Alnavit,Cookies,"Alnavit Chocolate Cookies, 125 g",2.56,2.15,19, EUR,125,1,2020-08-29 18:44:22.583+02,2025-12-28 11:29:27.836877+01
72833eacaedb3371fb40773a32833e60,de2d83ff88ef56053a06b1e8686c5577,2023-04-29 06:40:59.047+02,2023-08-25 13:21:59.047+02,false,Alnavit,Cookies,"Alnavit Chocolate Cookies, 125 g",2.56,2.15,19, EUR,125,1,2020-08-29 18:44:22.583+02,2025-12-28 11:29:27.836877+01
518c63715233ef065447586a876de810,de2d83ff88ef56053a06b1e8686c5577,2023-08-25 13:21:59.047+02,2023-12-21 21:02:59.047+01,false,Alnavit,Cookies,"Alnavit Chocolate Cookies, 125 g",2.57,2.16,19, EUR,125,1,2020-08-29 18:44:22.583+02,2025-12-28 11:29:27.836877+01
e1f330809d99e90645522d2768c10ce9,de2d83ff88ef56053a06b1e8686c5577,2023-12-21 21:02:59.047+01,9999-12-31 00:00:00+01,true,Alnavit,Cookies,"Alnavit Chocolate Cookies, 125 g",2.59,2.18,19, EUR,125,1,2020-08-29 18:44:22.583+02,2025-12-28 11:29:27.836877+01
e2e45b4fc79e2ac36a8c1237783999ce,edb0f4aa63864fc9a85372d15cb65440,2022-12-27 09:59:59.656+01,2023-03-09 09:02:06.656+01,false,Ja!,Cookies,Ja! Cookies American Style Chocolate Chip 225 g,1.22,1.03,19, EUR,225,1,2022-05-27 14:18:59.02+02,2025-12-28 11:29:27.836877+01
c51b1c40fafad89530781bccc8365e16,edb0f4aa63864fc9a85372d15cb65440,2023-03-09 09:02:06.656+01,2023-05-20 11:04:13.656+02,false,Ja!,Cookies,Ja! Cookies American Style Chocolate Chip 225 g,1.22,1.03,19, EUR,225,1,2022-05-27 14:18:59.02+02,2025-12-28 11:29:27.836877+01
76a568e5a5c99633bd8e7721613b00bb,edb0f4aa63864fc9a85372d15cb65440,2023-05-20 11:04:13.656+02,2023-07-30 13:06:20.656+02,false,Ja!,Cookies,Ja! Cookies American Style Chocolate Chip 225 g,1.27,1.07,19, EUR,225,1,2022-05-27 14:18:59.02+02,2025-12-28 11:29:27.836877+01
